0.000000000000000000e+00,1.000000000000000000e+00
3.137581532149760122e+01,3.867625397588248859e+01
9.645584348842881184e+01,4.728367921339818736e+01
3.657000778473781111e+01,8.448243047138112161e+01
6.907729435206499957e+00,2.773992771823052905e+01
7.121817309022566178e+01,1.736834361541985672e+01
7.606841835767006899e+01,2.115204037033855400e+01
6.688579289087596180e+01,4.902306193878030882e+01
3.830553848820176199e+01,3.601247199844410574e+01
7.945093968962387976e+01,5.186422370264065052e+00
6.950844813152185964e+01,7.443673252335392121e+00
1.965095079148839829e+01,6.578195720259028434e+00
9.590033287869785283e+01,8.263594285262412598e+01
8.301806371366730275e+01,8.474499668323089452e+01
7.556275611845832429e+01,8.808616566802005821e+01
4.817429159615284107e+01,3.871921815417614710e+01
1.504742368590128443e+01,2.995612978033825868e+01
8.563564359875080356e+01,1.068372662263061823e+00
9.854093207659903442e+01,1.932050906946566471e+01
6.103395364693534475e+01,1.658151668566257797e+01
6.672596311778588074e+01,3.322056786723205590e+01
3.575186289298110864e+01,9.020832260540831271e+01
2.269970507618375066e+01,6.475567688020166202e+01
6.452651303668490357e+01,2.334100009691980659e+01
2.425354814663904790e+00,4.989749473036145844e+01
3.086407057164941392e+01,3.658111356329614239e+01
9.150819643287324823e+01,3.381020679529355988e+01
6.662625113170135194e+01,7.297183549328003949e+01
9.852248926144400798e+01,4.799511344181889427e+01
3.248419428371220619e+01,7.172949720290962716e+01
6.998271515102196361e+01,2.087184512535472791e+01
7.317559164935893534e+01,1.486391269504695423e+01
8.745198723822585407e+01,2.415956607016125446e+01
1.097223681105381488e+01,4.328967092677527972e+01
8.998087213529160522e+01,6.217233796048764560e+01
3.276910003646107583e+01,2.193561610059798639e+01
6.559595808977721276e+01,2.839298085039507669e+01
7.453188300796573174e+01,6.097813687370504709e+01
9.078131477854637410e+01,1.033755232166012661e+01
3.248014914004648546e+01,3.579788270252169013e+01
4.270247430175471237e+01,8.733166204194722582e+01
7.960977021595012104e+01,3.873755727935564863e+01
9.359469597017583453e+01,6.502069164367584619e+01
7.762629519615785512e+01,5.161445868640421963e+01
1.223420438198789029e+01,5.703649820194814879e+01
5.975112016987213792e+01,9.286309172783096244e+01
3.090048783203177507e+01,6.562129387353728305e+01
3.665396538362865186e+01,6.110121772797825201e+01
1.626633625965464702e+01,2.557129125026792593e+01
4.155638656814609533e+01,9.435232960005292568e+01
6.637760882042276478e+01,8.735140729912150448e+01
2.467693599256811510e+01,8.664677478630812857e+01
8.080918684741395452e+01,9.804527800774134505e+01
9.547347470501293287e+01,3.948491421432442650e+01
5.054478129387487684e+01,8.220545204628452041e+01
9.576455492901698108e+01,8.784271380937394724e+01
5.413024737150086452e+01,9.988114446426232007e+01
3.687384162927948950e+01,3.787338824815533656e+01
8.464108065655425150e+01,7.773062496567213486e+01
3.256182504261413158e+01,1.255800611740161088e+01
8.449478784173851409e+01,2.517986221400739666e+01
3.243037355175179215e+01,6.794774397452944470e+01
7.804227318100450361e+01,1.277839927727537628e+01
3.364153231253483511e+01,9.345882402087461571e+01
2.693149594730865815e+01,1.670630358881731681e+01
2.648300969254741943e+01,2.704129820240239823e+01
2.983360425767805779e+01,2.557331232020793976e+01
2.890430460550635772e+01,8.282911863391238683e+01
4.429086662774004424e+01,8.646263621032439062e+01
6.019133902425115679e+01,9.536918549844509130e+01
6.629041897648538395e+01,7.126424383971264831e+01
6.340705733104930886e+01,9.363549325152085601e+01
8.052255374024277046e+01,1.025674991372493849e+00
5.634236756584066796e+01,5.968150352116463608e+01
8.525887391674044125e+01,8.936362147981982673e+01
1.863296629601371990e+01,2.935101317060892967e+01
6.213021086144332017e+00,8.210995494564073738e+01
8.906552903846121083e-01,7.240290182069969660e+01
3.217837858525934536e+01,2.231973439792171021e+01
8.153721717846093497e+01,9.685794950930468872e+01
2.785021393818527713e+01,2.099945536769076693e+00
6.756994460995144891e+01,9.920015212618437772e+00
7.432079632871609931e+01,2.461188364082177316e+01
9.511009516695490618e+01,6.666326521698479723e+01
2.754397825646784881e+01,5.733202049876195971e+00
6.528258680295479621e+01,2.223819725672331415e+01
1.734595916936141435e+01,3.264595259231017899e+00
9.836717979513561261e+01,2.254719206593212988e+01
5.736450475173526797e+01,7.567693185090739405e+01
7.010314801551244557e+01,6.558677231361299675e+01
8.457092225287141218e+01,7.130866355535131618e+01
6.950776270737090101e+01,5.346544560552546344e+00
9.762715621079575357e+00,3.642856033409420746e+01
2.961230965192567055e+01,5.575075946455972797e+01
1.953049240939724740e+01,4.118666729166974250e+01
7.987759521352100478e+01,9.813612947391287378e+01
4.344684719456085276e+01,6.012766430629524450e+01
9.585669511716645275e+01,3.654450205151116293e+00
5.202560179262124507e+01,1.039973863349529282e+01
6.855345990779130716e+01,5.665883288692700148e+01
8.850259042407812160e+01,1.591178978510356856e+01
2.828083759400809072e+01,4.632162939364755516e+01
1.786374252947492280e+01,5.096628521853850913e+01
4.753891551346670497e+01,4.097931372630085889e+01
6.230199014508730215e+01,4.388198648263033874e+01
2.395014130709042277e+01,7.513562104973314781e+00
4.070565072950844865e+01,6.536304735327485105e+01
4.366013565337193114e+01,2.717064521936104526e+01
1.147322665458738733e+01,6.734565026636100527e+01
4.043976868916921319e+00,7.674582562079996251e+01
4.950564678294512078e+01,4.156297409095058981e+01
5.870925262191538962e+01,1.781065190284607525e+01
2.356629056885048001e+01,9.870214363390893197e+01
8.898527122292507840e+01,9.644170956215164381e+01
7.852856608799805826e+01,9.859366180547662850e+01
2.598547374559888468e+01,7.713208205180592358e+01
4.946298841342790809e+01,1.319816674950727808e+01
4.360490369162072000e+01,4.542239871734099488e+00
5.072835458295372746e+01,1.819562220299423316e+01
2.430172770532383808e+01,2.660863189886195812e+01
5.994857999216674926e+01,5.676598705488067509e+01
6.144368548108178629e+01,7.082911311034867374e+00
5.668601014361499324e+01,5.911899573918636719e+01
9.298633642319454395e+01,7.720854808100918731e+00
5.545250726967789490e+01,5.317806071447242999e+01
7.890071096823857033e+01,8.213290678973413605e+01
8.908070405513907986e+01,5.204306355226364644e+01
8.121077627641703600e+00,7.557254731824072280e+01
9.702439129681775398e+01,3.589900607287405165e+01
8.148433647945111602e+01,2.481431096727436625e+01
6.887405952901497130e+01,8.909193859598195786e+01
5.818673189633194909e+00,8.967533238227422032e+01
4.052484627748231816e+00,4.883069746700670066e+01
4.874232076161775495e+01,7.762469170107921812e+00
2.993777495357016249e+01,9.401100743158140460e+01
5.558888229385713231e+01,9.841334577994477684e+01
5.446380104624393148e+00,6.213857075929444562e+01
7.823994596633563958e+01,2.204863340141611872e+01
6.580913499583917314e+01,3.795555326764332449e+01
6.995788048664876158e+01,8.393917473952375019e+01
5.806948637464262220e+01,2.256996429274893501e+01
2.581015910646591394e+01,2.311697668123682092e+01
7.719039358134318718e+01,2.941480242086423758e+01
7.987473205282485367e+01,7.340405810987219581e+01
1.027250109616984020e+01,1.307360222170965613e+01
5.680969816665773919e+01,6.876201265863262790e+01
1.854933325992285020e+01,3.105701246003046379e+01
1.720256330353711149e+01,4.655235199540552316e+00
5.814112496172503342e+01,3.743849155875422952e+01
1.551190622088513038e+01,5.077420631132331152e+01
2.618853358730358494e+01,3.334183506688049903e+01
7.663624025946964480e+01,7.438026815084553434e+00
9.320858940224191258e+01,1.039405561445585491e+01
4.354823789055044614e+01,9.894096541887118690e+01
9.500990780394748469e+01,8.671852432674461397e+01
1.035896842343858637e+01,5.510720122133464827e+01
1.103240907091028689e+01,1.208332407532228814e+01
8.447745419247009835e+00,4.037339283893830100e+01
4.434495013436647071e+01,4.010953911614512535e+00
4.966381054901778214e+01,2.361750465811095623e+01
2.760964133647083685e+01,9.014908787871590334e+00
6.290610145963382749e+00,9.262333053445466646e+01
7.908035813379558476e+01,3.329933193571910977e+01
3.380174333935770647e+01,1.380095665513216829e+01
2.492325606253081816e+01,6.762919361953993302e+01
2.701957445876768116e+00,4.499234374374987055e+01
9.385113574562343786e+01,7.218980877696810694e+01
3.730520081473077454e+01,5.950716008206822494e+01
7.207596688125018147e+01,8.799044829173763560e+01
2.499685488890132135e+01,1.605659770904111028e+01
8.447575661322055396e+01,4.648389469595496593e+01
1.797043381463458989e+00,7.890222117814523983e+01
7.621284318250043555e+01,6.339332515598972151e+00
3.832691284009318622e+01,2.755623769166751913e+01
8.570739971404177027e+01,4.769180355077345013e+01
4.444055970688140889e+01,6.786255666649498153e+01
2.915379286762398436e+00,2.689423716889988114e+01
4.010312163641647487e+01,9.968673670392313113e+01
8.815145298347091796e+01,8.354855873706318903e+01
4.994739361619232909e+01,5.915029840678077733e+01
7.599555940493087292e+01,1.370937203379101277e+01
7.622686917635121517e+01,3.190595934454953930e+00
3.411762831145603858e+00,9.362761795820281918e+01
1.431385852129557534e+01,3.372160425355503577e+01
7.950516250452209022e+01,2.631388072485074670e+00
7.249870548197378639e+01,1.537806241285577524e+00
6.076883129190393618e+01,5.407306449145664828e+01
3.516566743282626106e+01,3.485918519794870463e+01
5.438414616752091035e+01,4.610861543197447787e+01
7.045815063017167290e+01,2.759125408464394624e+01
4.067260225706764487e+01,7.427820453444959981e+01
5.028644843324091340e+01,5.104232181334042195e+01
9.710566246496402698e+01,6.473038705578221652e+01
1.961137054054805517e+01,9.422198092991138196e+01
4.005258178962967008e+01,9.080497525183416485e+01
5.697446602487118383e+01,8.045173021659451251e+01
9.773569084379161609e+01,5.723963628813192628e+01
5.556497175084018636e+01,4.680298511952683782e+01
8.163319464050593410e+01,7.227679570058927538e+01
3.655901515670905155e+01,2.878193081760372962e+01
7.877045094701627193e+01,8.581054516807952837e+01
6.094902135017041900e+01,4.643633820774631715e+01
1.026989670858140613e+01,8.545693541475381494e+01
7.439099364691030303e+01,1.671456589321189767e+01
8.608049157327525336e+01,7.564658931035306288e-01
6.116889710163818705e+01,3.771148457586317448e+01
4.159829045133201930e+01,3.037488305074589334e+01
7.025362025443898517e+01,2.164986855525254938e+01
1.137519813163978544e+00,4.520235800350027944e+01
3.307544889308275771e+01,6.632029796636270191e+01
5.080969045325428368e+01,7.361460497314948270e+01
2.138084880755697359e+00,5.357014277305592742e+01
5.431063331176091680e+01,4.861681226489886853e+01
1.486719956082680483e+01,4.937448599232011759e+01
4.709950874626478878e+00,6.172128109265413798e+01
7.369680021201003228e+01,4.710825705099532001e+01
7.446367137046588880e+01,1.910493835983039190e+01
3.578213249075130875e+01,1.538622236340881955e+01
5.265269292983973770e+01,7.758097524899623920e+01
9.502686362106815920e+01,3.255304486543278131e+01
9.833310699780456332e+01,7.464421466074520595e+01
4.507687656395822273e+01,3.050916716502193182e+01
6.893810985963457938e+01,8.815859220911882232e+00
5.817567666182899444e+00,7.966857837788791130e+01
5.181359951786247109e+01,1.521668682300022546e+01
3.432926794640320622e+01,4.413231216633310083e+01
6.940091264462866505e+00,7.103812193372625927e+01
6.449375753146865975e+01,9.472991500983343371e+01
3.181515214802156422e+01,8.281801032166703180e+01
2.436695709050211889e+01,1.202007849956119401e+01
3.515750681709982928e+01,3.584604987644749485e+01
7.933070399751524349e+01,3.284052483238247788e+01
5.110690382680898836e+01,5.904587885975010408e+01
6.427071060320622564e+01,3.193004585017285990e+01
6.865631195437285328e+01,8.616059410607556401e+01
6.362352376264535536e+00,5.716689676047245428e+01
5.804102445064448546e+01,4.553567480972966308e+01
2.089801508244519823e+01,8.405550477165030543e+01
4.352591204985040463e+01,8.371317844616203274e+01
1.666384636015756371e+01,8.207083312145853427e+01
3.445545790321408219e+01,3.611164650258307063e+01
6.178044992496340626e+01,9.540091355745555290e+01
8.162136807619977219e+01,9.079649878171144906e+01
9.488990994434813331e+01,4.641961985233995591e+01
1.418441980209462727e+01,1.630904017558421160e+01
4.555550117591344872e-01,7.931915260128936040e+01
5.160834741062608799e+01,6.656611974939544041e+01
6.235897177924751844e+01,8.392266491348514990e+01
1.862873401967831555e+01,4.162447305700290912e+01
8.167419594162701912e+01,7.857342916328582305e+01
1.455046470612909637e+01,5.968371624456689517e+01
5.989120222760413448e+00,6.779615307883446462e+00
6.975491473727650771e+01,9.793528606541005388e+01
2.402846492721782923e+01,9.934883489846096438e+01
9.130282644974802508e+01,3.186736113103989609e+01
4.735408776698003663e+01,6.111757667486039480e+01
3.908750419676471921e+01,7.186734409932178380e+01
1.784501502089934633e+01,9.383105095976887355e+01
6.219832382504758783e+01,9.373412113126050826e+01
5.812216767917788296e+00,3.715591911797923075e+01
9.322997363424610739e+01,2.597382085564559162e+01
6.589469818352344532e+01,3.770746540501609445e+01
6.383547282527231204e+01,9.460270697042238552e+00
6.432783604570860803e+01,2.321721540344702106e+01
6.508489340105536769e+01,2.113908325341515848e+01
7.889212184374439119e+01,1.605031958978974060e+01
1.504439617060893131e+00,8.190088526361248000e+01
7.217107625712017693e+01,6.100591505178140039e+01
1.972533239460372201e+01,3.116519860449449197e+01
2.313097057009709800e+01,5.818821918308921681e+01
6.736926056162188559e+01,2.858768790559792450e+01
